isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
None,9781440631696,FOOL MOON,Jim Butcher,17,0,http://www.amazon.com/Fool-Moon-Dresden-Files-Book-ebook/dp/B001BPYD2O?tag=NYTBS-20,combined-print-and-e-book-fiction,"The wizard detective Harry Dresden is sure there’s a werewolf loose in Chicago; the second book in the Dresden Files series, first published in 2001.",2014-06-01
0553897845,9780553897845,A GAME OF THRONES,George R R Martin,18,0,http://www.amazon.com/Game-Thrones-Song-Fire-Book-ebook/dp/B000QCS8TW?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering. Basis of the HBO series.",2014-06-01
None,9781440653902,GRAVE PERIL,Jim Butcher,19,0,http://www.amazon.com/Grave-Peril-three-Dresden-Files-ebook/dp/B001650UDA?tag=NYTBS-20,combined-print-and-e-book-fiction,"The wizard detective Harry Dresden deals with tormented ghosts; the Dresden Files, Book 3, first published in 2001.",2014-06-01
1455520640,9781455520640,THE LONGEST RIDE,Nicholas Sparks,20,0,http://www.amazon.com/The-Longest-Ride-Nicholas-Sparks/dp/1455520640?tag=NYTBS-20,combined-print-and-e-book-fiction,"The lives of two couples converge unexpectedly. While 91-year-old Ira is visited by his beloved wife (who passed away years earlier), Sophia, a college student, is enthralled by a young cowboy.",2014-06-01
034554689X,9780345546890,THE ONE AND ONLY,Emily Giffin,1,1,http://www.amazon.com/The-One-Only-A-Novel-ebook/dp/B00F1W0DF4?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons.",2014-06-08
0316211281,9780316211284,UNLUCKY 13,James Patterson and Maxine Paetro,2,3,http://www.amazon.com/Unlucky-13-Womens-Murder-Club/dp/031621129X?tag=NYTBS-20,combined-print-and-e-book-fiction,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action.",2014-06-08
None,9780345526595,THE LINCOLN MYTH,Steve Berry,3,1,http://www.amazon.com/The-Lincoln-Myth-Cotton-Malone-ebook/dp/B00F1W0DBI?tag=NYTBS-20,combined-print-and-e-book-fiction,The ex-government operative Cotton Malone becomes involved in a dangerous conflict set in motion by the founding fathers.,2014-06-08
None,9781101597781,FIELD OF PREY,John Sandford,4,3,http://www.amazon.com/Field-Prey-John-Sandford-ebook/dp/B00FX7UL72?tag=NYTBS-20,combined-print-and-e-book-fiction,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.,2014-06-08
,9780316248679,THE GOLDFINCH,Donna Tartt,5,31,http://www.amazon.com/The-Goldfinch-Novel-Pulitzer-Fiction-ebook/dp/B00BAXFECK?tag=NYTBS-20,combined-print-and-e-book-fiction,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden.",2014-06-08
145552123X,9781455521234,THE TARGET,David Baldacci,6,5,http://www.amazon.com/Target-Will-Robie-David-Baldacci-ebook/dp/B00EHMFC78?tag=NYTBS-20,combined-print-and-e-book-fiction,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary.",2014-06-08
0307588378,9780307588371,GONE GIRL,Gillian Flynn,7,78,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman disappears on the day of her fifth anniversary; is her husband a killer?,2014-06-08
1451640269,9781451640267,SNIPER'S HONOR,Stephen Hunter,8,1,http://www.amazon.com/Snipers-Honor-Bob-Lee-Swagger/dp/1451640234?tag=NYTBS-20,combined-print-and-e-book-fiction,"The former Marine sniper Bob Lee Swagger and his reporter friend, Kathy Reilly, search for information about a famous Russian sniper during World War II, a woman.",2014-06-08
0062316877,9780062316875,THE GIRL WHO CAME HOME,Hazel Gaynor,9,1,http://www.amazon.com/The-Girl-Who-Came-Home-ebook/dp/B00FDRUZFK?tag=NYTBS-20,combined-print-and-e-book-fiction,Long-held secrets revealed by a survivor of the Titanic change the life of her great-granddaughter.,2014-06-08
1400079152,9781400079155,INFERNO,Dan Brown,10,26,http://www.amazon.com/Inferno-Robert-Langdon-Dan-Brown/dp/1400079152?tag=NYTBS-20,combined-print-and-e-book-fiction,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist.",2014-06-08
,9780062101204,ORPHAN TRAIN,Christina Baker Kline,11,18,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,combined-print-and-e-book-fiction,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.,2014-06-08
0062311107,9780062311108,NATCHEZ BURNING,Greg Iles,12,4,http://www.amazon.com/Natchez-Burning-Novel-Penn-Cage/dp/0062311077?tag=NYTBS-20,combined-print-and-e-book-fiction,"Penn Cage, a former prosecutor in Natchez, Miss., delves into the secrets of his father, a doctor who has been accused of murdering an African-American nurse.",2014-06-08
,9781101636237,THE HUSBAND'S SECRET,Liane Moriarty,13,39,http://www.amazon.com/The-Husbands-Secret-Liane-Moriarty-ebook/dp/B00D7Z4GQY?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman’s life is upended when she discovers a letter from her husband she was not meant to read.,2014-06-08
1101617284,9781101617281,THE COLLECTOR,Nora Roberts,14,6,http://www.amazon.com/The-Collector-Nora-Roberts/dp/0399164456?tag=NYTBS-20,combined-print-and-e-book-fiction,A freelance writer who may have witnessed a murder-suicide joins the dead man’s brother to learn what happened.,2014-06-08
0990317013,9780990317012,REASONABLE DOUBT: BOOK 2,Whitney G,15,1,http://www.amazon.com/Reasonable-Doubt-Whitney-Gracia-Williams-ebook/dp/B00KF0URBM?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman turns out to be not so easy to discard as the hundreds who came before.,2014-06-08
0553897845,9780553897845,A GAME OF THRONES,George R R Martin,16,0,http://www.amazon.com/Game-Thrones-Song-Fire-Book-ebook/dp/B000QCS8TW?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering. Basis of the HBO series.",2014-06-08
1466845260,9781466845268,SIXTH GRAVE ON THE EDGE,Darynda Jones,17,0,http://www.amazon.com/Sixth-Grave-Edge-A-Novel/dp/1250045630?tag=NYTBS-20,combined-print-and-e-book-fiction,The paranormal private eye Charley Davidson stirs up trouble by opening an F.B.I. file on the only begotten son of evil.,2014-06-08
1455517119,9781455517114,THE SKIN COLLECTOR,Jeffery Deaver,18,0,http://www.amazon.com/The-Skin-Collector-Lincoln-Rhyme/dp/1455517135?tag=NYTBS-20,combined-print-and-e-book-fiction,The forensic detective Lincoln Rhyme hunts for a killer who tattoos messages on his victims’ flesh.,2014-06-08
,9780698175242,THE INVENTION OF WINGS,Sue Monk Kidd,19,0,http://www.amazon.com/The-Invention-Wings-A-Novel/dp/0670024783?tag=NYTBS-20,combined-print-and-e-book-fiction,"The bond between a wealthy Charleston girl, who grows up to become an abolitionist, and the slave she is given for her 11th birthday.",2014-06-08
None,A00B00KFUJX58,TAINT,SL Jennings,20,0,,combined-print-and-e-book-fiction,Justice Drake is the drill sergeant of sex for underperforming women.,2014-06-08
None,9780698157897,SKIN GAME,Jim Butcher,1,1,http://www.amazon.com/Skin-Game-Dresden-Files-Butcher/dp/0451464397?tag=NYTBS-20,combined-print-and-e-book-fiction,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.,2014-06-15
0316211281,9780316211284,UNLUCKY 13,James Patterson and Maxine Paetro,2,4,http://www.amazon.com/Unlucky-13-Womens-Murder-Club/dp/031621129X?tag=NYTBS-20,combined-print-and-e-book-fiction,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action.",2014-06-15
None,9780698136946,AIR BOUND,Christine Feehan,3,1,http://www.amazon.com/Air-Bound-Sea-Haven-Novel-ebook/dp/B00EOARZTQ?tag=NYTBS-20,combined-print-and-e-book-fiction,"Kidnapped and held aboard a ship, Airiana must rely on Maxim, one of the feared Prakenskii brothers.",2014-06-15
,9780698140752,GHOST SHIP,Clive Cussler and Graham Brown,4,1,http://www.amazon.com/Ghost-Ship-The-Numa-Files/dp/0399167315?tag=NYTBS-20,combined-print-and-e-book-fiction,"Kurt Austin, Joe Zavala and the rest of the NUMA crew investigate a sinister organization responsible for vanishing scientists, suspicious accidents and a human trafficking ring. ",2014-06-15
,9780316248679,THE GOLDFINCH,Donna Tartt,5,32,http://www.amazon.com/The-Goldfinch-Novel-Pulitzer-Fiction-ebook/dp/B00BAXFECK?tag=NYTBS-20,combined-print-and-e-book-fiction,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden.",2014-06-15
None,9781101597781,FIELD OF PREY,John Sandford,6,4,http://www.amazon.com/Field-Prey-John-Sandford-ebook/dp/B00FX7UL72?tag=NYTBS-20,combined-print-and-e-book-fiction,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.,2014-06-15
034554689X,9780345546890,THE ONE AND ONLY,Emily Giffin,7,2,http://www.amazon.com/The-One-Only-A-Novel-ebook/dp/B00F1W0DF4?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons.",2014-06-15
1460332954,9781460332955,BEFORE WE KISS,Susan Mallery,8,1,http://www.amazon.com/Before-Kiss-Hqn-Susan-Mallery-ebook/dp/B00HAZ6BHO?tag=NYTBS-20,combined-print-and-e-book-fiction,Dellina Hopkins finds that storing gowns from a friend's bridal boutique scares off her first and only fling.,2014-06-15
145552123X,9781455521234,THE TARGET,David Baldacci,9,6,http://www.amazon.com/Target-Will-Robie-David-Baldacci-ebook/dp/B00EHMFC78?tag=NYTBS-20,combined-print-and-e-book-fiction,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary.",2014-06-15
0307588378,9780307588371,GONE GIRL,Gillian Flynn,10,79,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman disappears on the day of her fifth anniversary; is her husband a killer?,2014-06-15
,9781476746609,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,11,1,http://www.amazon.com/All-Light-We-Cannot-See/dp/1476746583?tag=NYTBS-20,combined-print-and-e-book-fiction,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.,2014-06-15
,9780062101204,ORPHAN TRAIN,Christina Baker Kline,12,19,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,combined-print-and-e-book-fiction,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.,2014-06-15
1400079152,9781400079155,INFERNO,Dan Brown,13,27,http://www.amazon.com/Inferno-Robert-Langdon-Dan-Brown/dp/1400079152?tag=NYTBS-20,combined-print-and-e-book-fiction,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist.",2014-06-15
,9781101636237,THE HUSBAND'S SECRET,Liane Moriarty,14,40,http://www.amazon.com/The-Husbands-Secret-Liane-Moriarty-ebook/dp/B00D7Z4GQY?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman’s life is upended when she discovers a letter from her husband she was not meant to read until after his death.,2014-06-15
0062316877,9780062316875,THE GIRL WHO CAME HOME,Hazel Gaynor,15,2,http://www.amazon.com/The-Girl-Who-Came-Home-ebook/dp/B00FDRUZFK?tag=NYTBS-20,combined-print-and-e-book-fiction,Long-held secrets revealed by a survivor of the Titanic change the life of her great-granddaughter.,2014-06-15
1460332962,9781460332962,THE MARRIAGE PACT,Linda Lael Miller,16,0,http://www.amazon.com/Marriage-Pact-Linda-Lael-Miller/dp/0373778708?tag=NYTBS-20,combined-print-and-e-book-fiction,"Forming a marriage pact with her single friends in Bliss County, Hadleigh doesn't expect Tripp to meddle with her new plan to find Mr. Right.",2014-06-15
0062311107,9780062311108,NATCHEZ BURNING,Greg Iles,17,0,http://www.amazon.com/Natchez-Burning-Novel-Penn-Cage/dp/0062311077?tag=NYTBS-20,combined-print-and-e-book-fiction,"Penn Cage, a former prosecutor in Natchez, Miss., delves into the secrets of his father, a doctor who has been accused of murdering an African-American nurse.",2014-06-15
None,9780345526595,THE LINCOLN MYTH,Steve Berry,18,0,http://www.amazon.com/The-Lincoln-Myth-Cotton-Malone-ebook/dp/B00F1W0DBI?tag=NYTBS-20,combined-print-and-e-book-fiction,The former government operative Cotton Malone becomes involved in a dangerous conflict set in motion by America's founding fathers.,2014-06-15
1101618043,9781101618042,THE VACATIONERS,Emma Straub,19,0,http://www.amazon.com/The-Vacationers-Novel-Emma-Straub/dp/1594631573?tag=NYTBS-20,combined-print-and-e-book-fiction,"Well-heeled New Yorkers and their friends spend two weeks in Majorca, a time when rivalries and secrets come to light.",2014-06-15
0553897845,9780553897845,A GAME OF THRONES,George R R Martin,20,0,http://www.amazon.com/Game-Thrones-Song-Fire-Book-ebook/dp/B000QCS8TW?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering. Basis of the HBO series.",2014-06-15
1476754462,9781476754468,MR. MERCEDES,Stephen King,1,1,http://www.amazon.com/Mr-Mercedes-Novel-Stephen-King-ebook/dp/B00GEEB52S?tag=NYTBS-20,combined-print-and-e-book-fiction,"A driver plows into a crowd at a job fair, killing eight. The killer then taunts a suicidal ex-cop, who must stop a deadlier attack.",2014-06-22
0698146638,9780698146631,A SHIVER OF LIGHT,Laurell K Hamilton,2,1,http://www.amazon.com/A-Shiver-Light-Merry-Gentry/dp/0425255662?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the ninth Meredith Gentry paranormal romance, Merry must save herself and her triplets from Taranis, King of Light and Illusion.",2014-06-22
,9780316248679,THE GOLDFINCH,Donna Tartt,3,33,http://www.amazon.com/The-Goldfinch-Novel-Pulitzer-Fiction-ebook/dp/B00BAXFECK?tag=NYTBS-20,combined-print-and-e-book-fiction,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden.",2014-06-22
,9780062132536,THE HURRICANE SISTERS,Dorothea Benton Frank,4,1,http://www.amazon.com/The-Hurricane-Sisters-A-Novel/dp/0062132520?tag=NYTBS-20,combined-print-and-e-book-fiction,Three generations of women endure a stormy summer in South Carolina’s Lowcountry.,2014-06-22
0316211281,9780316211284,UNLUCKY 13,James Patterson and Maxine Paetro,5,5,http://www.amazon.com/Unlucky-13-Womens-Murder-Club/dp/031621129X?tag=NYTBS-20,combined-print-and-e-book-fiction,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action.",2014-06-22
0307588378,9780307588371,GONE GIRL,Gillian Flynn,6,80,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman disappears on the day of her fifth anniversary; is her husband a killer?,2014-06-22
034554689X,9780345546890,THE ONE AND ONLY,Emily Giffin,7,3,http://www.amazon.com/The-One-Only-A-Novel-ebook/dp/B00F1W0DF4?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons.",2014-06-22
0451464397,9780451464392,SKIN GAME,Jim Butcher,8,2,http://www.amazon.com/Skin-Game-Dresden-Files-Butcher/dp/0451464397?tag=NYTBS-20,combined-print-and-e-book-fiction,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.,2014-06-22
None,9781101597781,FIELD OF PREY,John Sandford,9,5,http://www.amazon.com/Field-Prey-John-Sandford-ebook/dp/B00FX7UL72?tag=NYTBS-20,combined-print-and-e-book-fiction,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.,2014-06-22
145552123X,9781455521234,THE TARGET,David Baldacci,10,7,http://www.amazon.com/Target-Will-Robie-David-Baldacci-ebook/dp/B00EHMFC78?tag=NYTBS-20,combined-print-and-e-book-fiction,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary.",2014-06-22
,9781250019684,SAVE THE DATE,Mary Kay Andrews,11,1,http://www.amazon.com/Save-Date-Mary-Kay-Andrews/dp/1250019699?tag=NYTBS-20,combined-print-and-e-book-fiction,"A wedding florist tries to shore up her career with Savannah’s society event of the season. But she has competition, and other complications.",2014-06-22
,9780698144095,DEVIL'S GAME,Joanna Wylde,12,1,http://www.amazon.com/Devils-Game-Reapers-Motorcycle-Club-ebook/dp/B00G3L7YDG?tag=NYTBS-20,combined-print-and-e-book-fiction,A member of a rival club has his sights on the daughter of the Reapers' president; a Reapers Motorcycle Club novel.,2014-06-22
0679604235,9780679604235,MIDNIGHT IN EUROPE,Alan Furst,13,1,http://www.amazon.com/Midnight-Europe-Novel-Alan-Furst/dp/1400069491?tag=NYTBS-20,combined-print-and-e-book-fiction,A Spanish lawyer working in Paris on the eve of World War II joins a mission to help the Republican troops.,2014-06-22
,9780062101204,ORPHAN TRAIN,Christina Baker Kline,14,20,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,combined-print-and-e-book-fiction,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.,2014-06-22
,9780679644163,CHINA DOLLS,Lisa See,15,1,http://www.amazon.com/China-Dolls-Novel-Lisa-See/dp/081299289X?tag=NYTBS-20,combined-print-and-e-book-fiction,Three Asian-American women meet in San Francisco in 1938 at the Forbidden City nightclub.,2014-06-22
,9781101636237,THE HUSBAND'S SECRET,Liane Moriarty,16,0,http://www.amazon.com/The-Husbands-Secret-Liane-Moriarty-ebook/dp/B00D7Z4GQY?tag=NYTBS-20,combined-print-and-e-book-fiction,A successful businesswoman and devoted wife and mother finds a letter that throws everything she's believed into doubt.,2014-06-22
1400079152,9781400079155,INFERNO,Dan Brown,17,0,http://www.amazon.com/Inferno-Robert-Langdon-Dan-Brown/dp/1400079152?tag=NYTBS-20,combined-print-and-e-book-fiction,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist.",2014-06-22
,9781476762081,FACEOFF,edited  David Baldacci,18,0,http://www.amazon.com/FaceOff-Lee-Child-ebook/dp/B00GEEB3WK?tag=NYTBS-20,combined-print-and-e-book-fiction,"Popular thriller writers pair their heroes — such as Harry Bosch, Jack Reacher and Lincoln Rhyme — in an 11-story anthology.",2014-06-22
,9781476746609,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,19,0,http://www.amazon.com/All-Light-We-Cannot-See/dp/1476746583?tag=NYTBS-20,combined-print-and-e-book-fiction,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.,2014-06-22
,9781101637753,I WANT TO HOLD YOUR HAND,Marie Force,20,0,http://www.amazon.com/Want-Hold-Your-Hand-Mountain-ebook/dp/B00GMWZH7G?tag=NYTBS-20,combined-print-and-e-book-fiction,An Iraq war widow isn’t sure whether she’s ready to move on to new love; a Green Mountain romance.,2014-06-22
044024644X,9780440246442,WRITTEN IN MY OWN HEART'S BLOOD,Diana Gabaldon,1,1,http://www.amazon.com/Written-Own-Hearts-Blood-Outlander-ebook/dp/B00C8S9W0G?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the eighth Outlander time-traveling romance, Jamie Fraser and his family face challenges in the 18th and 20th centuries.",2014-06-29
1476754454,9781476754451,MR. MERCEDES,Stephen King,2,2,http://www.amazon.com/Mr-Mercedes-Novel-Stephen-King-ebook/dp/B00GEEB52S?tag=NYTBS-20,combined-print-and-e-book-fiction,"A driver plows into a crowd at a job fair, killing eight. The killer then taunts a suicidal ex-cop, who must stop a deadlier attack.",2014-06-29
,9780316248679,THE GOLDFINCH,Donna Tartt,3,34,http://www.amazon.com/The-Goldfinch-Novel-Pulitzer-Fiction-ebook/dp/B00BAXFECK?tag=NYTBS-20,combined-print-and-e-book-fiction,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden.",2014-06-29
0307588378,9780307588371,GONE GIRL,Gillian Flynn,4,81,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman disappears on the day of her fifth anniversary; is her husband a killer?,2014-06-29
,9780316329026,THE MATCHMAKER,Elin Hilderbrand,5,1,http://www.amazon.com/The-Matchmaker-Novel-Elin-Hilderbrand-ebook/dp/B00FPQA7HK?tag=NYTBS-20,combined-print-and-e-book-fiction,A Nantucket resident’s life is shaken by a diagnosis and the return to the island of her high school sweetheart.,2014-06-29
0316211281,9780316211284,UNLUCKY 13,James Patterson and Maxine Paetro,6,6,http://www.amazon.com/Unlucky-13-Womens-Murder-Club/dp/031621129X?tag=NYTBS-20,combined-print-and-e-book-fiction,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action.",2014-06-29
145552123X,9781455521234,THE TARGET,David Baldacci,7,8,http://www.amazon.com/Target-Will-Robie-David-Baldacci-ebook/dp/B00EHMFC78?tag=NYTBS-20,combined-print-and-e-book-fiction,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary.",2014-06-29
,9780062101204,ORPHAN TRAIN,Christina Baker Kline,8,21,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,combined-print-and-e-book-fiction,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.,2014-06-29
034554689X,9780345546890,THE ONE AND ONLY,Emily Giffin,9,4,http://www.amazon.com/The-One-Only-A-Novel-ebook/dp/B00F1W0DF4?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons.",2014-06-29
None,9781101597781,FIELD OF PREY,John Sandford,10,6,http://www.amazon.com/Field-Prey-John-Sandford-ebook/dp/B00FX7UL72?tag=NYTBS-20,combined-print-and-e-book-fiction,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.,2014-06-29
0553897845,9780553897845,A GAME OF THRONES,George R R Martin,11,43,http://www.amazon.com/Game-Thrones-Song-Fire-Book-ebook/dp/B000QCS8TW?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering.",2014-06-29
,9781101636237,THE HUSBAND'S SECRET,Liane Moriarty,12,41,http://www.amazon.com/The-Husbands-Secret-Liane-Moriarty-ebook/dp/B00D7Z4GQY?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman’s life is upended when she discovers a letter from her husband she was not meant to read until after his death.,2014-06-29
,9781476746609,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,13,2,http://www.amazon.com/All-Light-We-Cannot-See/dp/1476746583?tag=NYTBS-20,combined-print-and-e-book-fiction,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.,2014-06-29
1400079152,9781400079155,INFERNO,Dan Brown,14,28,http://www.amazon.com/Inferno-Robert-Langdon-Dan-Brown/dp/1400079152?tag=NYTBS-20,combined-print-and-e-book-fiction,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist.",2014-06-29
None,9780698157897,SKIN GAME,Jim Butcher,15,3,http://www.amazon.com/Skin-Game-Dresden-Files-Butcher/dp/0451464397?tag=NYTBS-20,combined-print-and-e-book-fiction,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.,2014-06-29
1476714312,9781476714318,STORMY PERSUASION,Johanna Lindsey,16,0,http://www.amazon.com/Stormy-Persuasion-Johanna-Lindsey-ebook/dp/B00GEEB8FC?tag=NYTBS-20,combined-print-and-e-book-fiction,Two young cousins in England set sail for America; a Malory novel.,2014-06-29
,9780698140752,GHOST SHIP,Clive Cussler and Graham Brown,17,0,http://www.amazon.com/Ghost-Ship-The-Numa-Files/dp/0399167315?tag=NYTBS-20,combined-print-and-e-book-fiction,"Kurt Austin, Joe Zavala and the rest of the NUMA crew investigate a sinister organization responsible for vanishing scientists, suspicious accidents and a human trafficking ring.",2014-06-29
1101618043,9781101618042,THE VACATIONERS,Emma Straub,18,0,http://www.amazon.com/The-Vacationers-Novel-Emma-Straub/dp/1594631573?tag=NYTBS-20,combined-print-and-e-book-fiction,"Well-heeled New Yorkers and their friends spend two weeks in Majorca, a time when rivalries and secrets come to light.",2014-06-29
0062132520,9780062132529,THE HURRICANE SISTERS,Dorothea Benton Frank,19,0,http://www.amazon.com/The-Hurricane-Sisters-A-Novel/dp/0062132520?tag=NYTBS-20,combined-print-and-e-book-fiction,Three generations of women endure a stormy summer in South Carolina's Lowcountry.,2014-06-29
0062311107,9780062311108,NATCHEZ BURNING,Greg Iles,20,0,http://www.amazon.com/Natchez-Burning-Novel-Penn-Cage/dp/0062311077?tag=NYTBS-20,combined-print-and-e-book-fiction,"Penn Cage, a former prosecutor in Natchez, Miss., delves into the secrets of his father, a doctor who has been accused of murdering an African-American nurse.",2014-06-29
0345542940,9780345542946,TOP SECRET TWENTY-ONE,Janet Evanovich,1,1,http://www.amazon.com/Top-Secret-Twenty-One-Stephanie-Novel-ebook/dp/B00H1294XO?tag=NYTBS-20,combined-print-and-e-book-fiction,The New Jersey bounty hunter Stephanie Plum pursues a dealer who sells more than used cars.,2014-07-06
,9780316206914,THE SILKWORM,Robert Galbraith,2,1,http://www.amazon.com/The-Silkworm-Cormoran-Strike-Novel-ebook/dp/B00IJJUIOM?tag=NYTBS-20,combined-print-and-e-book-fiction,"The private detective Cormoran Strike steps in when the author of a roman à clef set in literary London is murdered; by J. K. Rowling, writing pseudonymously.",2014-07-06
1451617801,9781451617801,ALL FALL DOWN,Jennifer Weiner,3,1,http://www.amazon.com/All-Fall-Down-A-Novel-ebook/dp/B00DPM909W?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman becomes addicted to pain medication.,2014-07-06
1476754462,9781476754468,MR. MERCEDES,Stephen King,4,3,http://www.amazon.com/Mr-Mercedes-Novel-Stephen-King-ebook/dp/B00GEEB52S?tag=NYTBS-20,combined-print-and-e-book-fiction,"A driver plows into a crowd at a job fair, killing eight. The killer then taunts a suicidal ex-cop, who must stop a deadlier attack.",2014-07-06
0385344430,9780385344432,WRITTEN IN MY OWN HEART'S BLOOD,Diana Gabaldon,5,2,http://www.amazon.com/Written-Own-Hearts-Blood-Outlander-ebook/dp/B00C8S9W0G?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the eighth Outlander time-traveling romance, Jamie Fraser and his family face challenges in the 18th and 20th centuries.",2014-07-06
,9780316248679,THE GOLDFINCH,Donna Tartt,6,35,http://www.amazon.com/The-Goldfinch-Novel-Pulitzer-Fiction-ebook/dp/B00BAXFECK?tag=NYTBS-20,combined-print-and-e-book-fiction,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden.",2014-07-06
0307588378,9780307588371,GONE GIRL,Gillian Flynn,7,82,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman disappears on the day of her fifth anniversary; is her husband a killer?,2014-07-06
0345548493,9780345548498,SHATTERED,Kevin Hearne,8,1,http://www.amazon.com/Shattered-Iron-Druid-Chronicles-Seven-ebook/dp/B00FIMYZFQ?tag=NYTBS-20,combined-print-and-e-book-fiction,Atticus O’Sullivan is no longer the only Druid to walk the earth; part of the Iron Druid Chronicles series.,2014-07-06
